ID_Producto,Descripción,Cantidad,Precio_Unitario,Fecha_de_Venta,Color,Tamaño,Canal_de_Venta,Marca,Proveedor,Pais_de_Origen,Material
P0769,Zapatos de cuero,25,32.94,2024-02-02 00:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Algodón
P0770,Zapatos de cuero,41,92.34,2024-02-02 01:00:00,Azul,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Algodón
P0771,Zapatos de cuero,41,71.88,2024-02-02 02:00:00,Blanco,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0772,Zapatos de cuero,3,76.35,2024-02-02 03:00:00,Blanco,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Denim
P0773,Zapatos de cuero,44,39.28,2024-02-02 04:00:00,Rojo,L,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0774,Vestido estampado,43,73.11,2024-02-02 05:00:00,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0775,Zapatos de cuero,46,68.17,2024-02-02 06:00:00,Blanco,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Cuero
P0776,Camiseta algodón,19,26.05,2024-02-02 07:00:00,Azul,M,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0777,Zapatos de cuero,10,97.18,2024-02-02 08:00:00,Negro,S,Online,Urban Trends,HighTech Materials S.A.,Turquía,Denim
P0778,Bufanda de lana,5,41.86,2024-02-02 09:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Lana
P0779,Bufanda de lana,22,39.64,2024-02-02 10:00:00,Blanco,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0780,Camiseta algodón,9,43.22,2024-02-02 11:00:00,Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Lana
P0781,Vestido estampado,33,18.25,2024-02-02 12:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0782,Camiseta algodón,15,66.25,2024-02-02 13:00:00,Blanco,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Poliéster
P0783,Vestido estampado,24,31.48,2024-02-02 14:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0784,Pantalón denim,30,82.3,2024-02-02 15:00:00,Negro,L,Online,Urban Trends,Global Textiles Inc.,México,Lana
P0785,Bufanda de lana,36,45.47,2024-02-02 16:00:00,Verde,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Denim
P0786,Bufanda de lana,39,51.27,2024-02-02 17:00:00,Negro,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0787,Bufanda de lana,6,68.18,2024-02-02 18:00:00,Blanco,M,Online,Urban Trends,HighTech Materials S.A.,India,Algodón
P0788,Vestido estampado,15,78.57,2024-02-02 19:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Lana
P0789,Camiseta algodón,38,30.8,2024-02-02 20:00:00,Negro,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0790,Vestido estampado,39,96.97,2024-02-02 21:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Algodón
P0791,Bufanda de lana,22,66.01,2024-02-02 22:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Poliéster
P0792,Bufanda de lana,3,10.51,2024-02-02 23:00:00,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0793,Bufanda de lana,29,47.41,2024-02-03 00:00:00,Negro,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Lana
P0794,Bufanda de lana,29,49.31,2024-02-03 01:00:00,Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Cuero
P0795,Pantalón denim,31,82.82,2024-02-03 02:00:00,Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,China,Cuero
P0796,Bufanda de lana,45,37.46,2024-02-03 03:00:00,Verde,L,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Cuero
P0797,Vestido estampado,2,39.81,2024-02-03 04:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0798,Bufanda de lana,35,16.34,2024-02-03 05:00:00,Blanco,L,Online,Urban Trends,Global Textiles Inc.,México,Lana
P0799,Zapatos de cuero,45,35.52,2024-02-03 06:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0800,Pantalón denim,9,74.53,2024-02-03 07:00:00,Verde,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Lana
P0801,Bufanda de lana,22,67.13,2024-02-03 08:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Poliéster
P0802,Zapatos de cuero,19,17.33,2024-02-03 09:00:00,Azul,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0803,Vestido estampado,37,20.32,2024-02-03 10:00:00,Verde,S,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0804,Pantalón denim,10,43.92,2024-02-03 11:00:00,Negro,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0805,Bufanda de lana,46,76.94,2024-02-03 12:00:00,Rojo,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Denim
P0806,Vestido estampado,21,84.96,2024-02-03 13:00:00,Azul,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Denim
P0807,Zapatos de cuero,17,11.32,2024-02-03 14:00:00,Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,México,Cuero
P0808,Pantalón denim,3,39.61,2024-02-03 15:00:00,Blanco,L,Online,Urban Trends,HighTech Materials S.A.,China,Denim
P0809,Bufanda de lana,7,48.18,2024-02-03 16:00:00,Blanco,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Algodón
P0810,Vestido estampado,41,92,2024-02-03 17:00:00,Verde,XL,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0811,Pantalón denim,37,55.13,2024-02-03 18:00:00,Blanco,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Lana
P0812,Zapatos de cuero,36,34.27,2024-02-03 19:00:00,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0813,Bufanda de lana,3,45.1,2024-02-03 20:00:00,Azul,L,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0814,Pantalón denim,13,49.28,2024-02-03 21:00:00,Blanco,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Bangladesh,Lana
P0815,Zapatos de cuero,41,70.3,2024-02-03 22:00:00,Azul,XL,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0816,Zapatos de cuero,30,13.7,2024-02-03 23:00:00,Negro,M,Online,Urban Trends,Global Textiles Inc.,China,Denim
P0817,Vestido estampado,23,45.05,2024-02-04 00:00:00,Negro,L,Online,Urban Trends,Global Textiles Inc.,México,Lana
P0818,Zapatos de cuero,7,68.19,2024-02-04 01:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Lana
P0819,Zapatos de cuero,30,35.5,2024-02-04 02:00:00,Negro,M,Online,Urban Trends,Global Textiles Inc.,México,Poliéster
P0820,Camiseta algodón,29,63.26,2024-02-04 03:00:00,Blanco,S,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0821,Zapatos de cuero,8,42.16,2024-02-04 04:00:00,Verde,XL,Online,Urban Trends,HighTech Materials S.A.,México,Algodón
P0822,Bufanda de lana,10,78.28,2024-02-04 05:00:00,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Denim
P0823,Pantalón denim,33,15.45,2024-02-04 06:00:00,Blanco,S,Online,Urban Trends,HighTech Materials S.A.,China,Poliéster
P0824,Bufanda de lana,20,92.62,2024-02-04 07:00:00,Azul,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0825,Bufanda de lana,29,25.45,2024-02-04 08:00:00,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0826,Vestido estampado,29,24.27,2024-02-04 09:00:00,Rojo,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Poliéster
P0827,Camiseta algodón,21,85.66,2024-02-04 10:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Denim
P0828,Camiseta algodón,1,88.24,2024-02-04 11:00:00,Verde,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Cuero
P0829,Bufanda de lana,34,18.37,2024-02-04 12:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Poliéster
P0830,Pantalón denim,44,91.78,2024-02-04 13:00:00,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Poliéster
P0831,Camiseta algodón,32,34.6,2024-02-04 14:00:00,Azul,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Poliéster
P0832,Camiseta algodón,45,65.68,2024-02-04 15:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0833,Bufanda de lana,14,16.17,2024-02-04 16:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0834,Camiseta algodón,37,44.26,2024-02-04 17:00:00,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Bangladesh,Poliéster
P0835,Vestido estampado,35,50.57,2024-02-04 18:00:00,Verde,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Lana
P0836,Bufanda de lana,24,63.98,2024-02-04 19:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Lana
P0837,Camiseta algodón,49,57.27,2024-02-04 20:00:00,Blanco,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Lana
P0838,Camiseta algodón,1,51.53,2024-02-04 21:00:00,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Lana
P0839,Camiseta algodón,46,96.37,2024-02-04 22:00:00,Rojo,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Poliéster
P0840,Bufanda de lana,6,26.65,2024-02-04 23:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0841,Pantalón denim,49,24.22,2024-02-05 00:00:00,Azul,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0842,Zapatos de cuero,4,74.21,2024-02-05 01:00:00,Azul,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0843,Camiseta algodón,38,16.71,2024-02-05 02:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0844,Zapatos de cuero,1,53.46,2024-02-05 03:00:00,Azul,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Denim
P0845,Zapatos de cuero,41,53.56,2024-02-05 04:00:00,Rojo,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Cuero
P0846,Camiseta algodón,31,37.9,2024-02-05 05:00:00,Negro,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,Turquía,Algodón
P0847,Camiseta algodón,36,93.74,2024-02-05 06:00:00,Azul,M,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Cuero
P0848,Zapatos de cuero,9,35.43,2024-02-05 07:00:00,Verde,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Cuero
P0849,Pantalón denim,41,35.96,2024-02-05 08:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Algodón
P0850,Zapatos de cuero,45,31.09,2024-02-05 09:00:00,Rojo,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0851,Pantalón denim,23,23.12,2024-02-05 10:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Algodón
P0852,Vestido estampado,31,42.76,2024-02-05 11:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Denim
P0853,Pantalón denim,29,71.28,2024-02-05 12:00:00,Verde,L,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0854,Bufanda de lana,49,76.79,2024-02-05 13:00:00,Verde,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Poliéster
P0855,Camiseta algodón,21,83.21,2024-02-05 14:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0856,Vestido estampado,3,27.78,2024-02-05 15:00:00,Verde,S,Online,Urban Trends,HighTech Materials S.A.,México,Cuero
P0857,Zapatos de cuero,26,13.21,2024-02-05 16:00:00,Verde,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0858,Pantalón denim,6,97.72,2024-02-05 17:00:00,Rojo,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Lana
P0859,Vestido estampado,20,11.29,2024-02-05 18:00:00,Azul,S,Online,Urban Trends,Eco Fabrics Ltd.,México,Poliéster
P0860,Bufanda de lana,47,96.46,2024-02-05 19:00:00,Rojo,S,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Denim
P0861,Pantalón denim,46,84.59,2024-02-05 20:00:00,Azul,M,Tienda física,Classic Elegance,Global Textiles Inc.,China,Algodón
P0862,Zapatos de cuero,13,92.09,2024-02-05 21:00:00,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0863,Zapatos de cuero,41,44.85,2024-02-05 22:00:00,Verde,L,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0864,Pantalón denim,23,27.75,2024-02-05 23:00:00,Azul,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Denim
P0865,Bufanda de lana,15,64.58,2024-02-06 00:00:00,Verde,S,Tienda física,Classic Elegance,HighTech Materials S.A.,México,Denim
P0866,Camiseta algodón,46,76.71,2024-02-06 01:00:00,Verde,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Algodón
P0867,Camiseta algodón,31,21.78,2024-02-06 02:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Algodón
P0868,Zapatos de cuero,4,81.79,2024-02-06 03:00:00,Rojo,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0869,Bufanda de lana,11,28.77,2024-02-06 04:00:00,Azul,M,Online,Urban Trends,Global Textiles Inc.,Turquía,Algodón
P0870,Zapatos de cuero,2,54.25,2024-02-06 05:00:00,Blanco,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Denim
P0871,Camiseta algodón,16,87.08,2024-02-06 06:00:00,Negro,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,China,Cuero
P0872,Zapatos de cuero,31,27.41,2024-02-06 07:00:00,Rojo,L,Online,Urban Trends,Global Textiles Inc.,Bangladesh,Poliéster
P0873,Pantalón denim,48,31.77,2024-02-06 08:00:00,Blanco,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Poliéster
P0874,Pantalón denim,39,15.65,2024-02-06 09:00:00,Blanco,XL,Online,Urban Trends,HighTech Materials S.A.,México,Denim
P0875,Bufanda de lana,43,23.2,2024-02-06 10:00:00,Verde,XL,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,México,Algodón
P0876,Camiseta algodón,44,23.19,2024-02-06 11:00:00,Rojo,S,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0877,Bufanda de lana,4,28.31,2024-02-06 12:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Lana
P0878,Bufanda de lana,48,35.76,2024-02-06 13:00:00,Azul,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Algodón
P0879,Camiseta algodón,28,83.35,2024-02-06 14:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Denim
P0880,Vestido estampado,16,92.42,2024-02-06 15:00:00,Negro,M,Online,Urban Trends,Eco Fabrics Ltd.,China,Lana
P0881,Vestido estampado,39,46.57,2024-02-06 16:00:00,Verde,L,Online,Urban Trends,Global Textiles Inc.,Turquía,Denim
P0882,Zapatos de cuero,25,21.54,2024-02-06 17:00:00,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0883,Vestido estampado,13,30.14,2024-02-06 18:00:00,Blanco,M,Online,Urban Trends,Global Textiles Inc.,México,Cuero
P0884,Pantalón denim,5,76.26,2024-02-06 19:00:00,Rojo,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Cuero
P0885,Bufanda de lana,30,70.97,2024-02-06 20:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Cuero
P0886,Zapatos de cuero,1,97.05,2024-02-06 21:00:00,Azul,L,Online,Urban Trends,Eco Fabrics Ltd.,China,Algodón
P0887,Bufanda de lana,5,11.3,2024-02-06 22:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,China,Algodón
P0888,Camiseta algodón,14,77.57,2024-02-06 23:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,México,Lana
P0889,Vestido estampado,11,55.52,2024-02-07 00:00:00,Negro,S,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Algodón
P0890,Camiseta algodón,34,91.24,2024-02-07 01:00:00,Rojo,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,Turquía,Algodón
P0891,Zapatos de cuero,29,61.86,2024-02-07 02:00:00,Azul,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,China,Lana
P0892,Pantalón denim,18,50.2,2024-02-07 03:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,Turquía,Lana
P0893,Vestido estampado,15,69.93,2024-02-07 04:00:00,Rojo,S,Online,Urban Trends,HighTech Materials S.A.,India,Denim
P0894,Camiseta algodón,46,85.02,2024-02-07 05:00:00,Verde,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0895,Vestido estampado,25,35.42,2024-02-07 06:00:00,Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
P0896,Bufanda de lana,30,19.68,2024-02-07 07:00:00,Azul,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Denim
P0897,Pantalón denim,45,48.97,2024-02-07 08:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Cuero
P0898,Vestido estampado,2,29.31,2024-02-07 09:00:00,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,China,Algodón
P0899,Pantalón denim,40,48.66,2024-02-07 10:00:00,Negro,L,Tienda física,Classic Elegance,Global Textiles Inc.,México,Lana
P0900,Bufanda de lana,27,99.19,2024-02-07 11:00:00,Azul,M,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Lana
P0901,Bufanda de lana,49,61.67,2024-02-07 12:00:00,Negro,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0902,Camiseta algodón,15,72.42,2024-02-07 13:00:00,Verde,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Bangladesh,Lana
P0903,Zapatos de cuero,32,71.01,2024-02-07 14:00:00,Verde,L,Online,Urban Trends,HighTech Materials S.A.,Turquía,Cuero
P0904,Camiseta algodón,20,83.86,2024-02-07 15:00:00,Rojo,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Denim
P0905,Pantalón denim,14,94.97,2024-02-07 16:00:00,Negro,L,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0906,Camiseta algodón,27,69.29,2024-02-07 17:00:00,Negro,M,Online,Urban Trends,Global Textiles Inc.,India,Poliéster
P0907,Vestido estampado,3,52.85,2024-02-07 18:00:00,Azul,M,Online,Urban Trends,Eco Fabrics Ltd.,México,Cuero
P0908,Camiseta algodón,49,38.6,2024-02-07 19:00:00,Rojo,XL,Tienda física,Classic Elegance,Eco Fabrics Ltd.,México,Denim
P0909,Zapatos de cuero,3,42.42,2024-02-07 20:00:00,Rojo,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Cuero
P0910,Zapatos de cuero,13,40.1,2024-02-07 21:00:00,Negro,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Denim
P0911,Pantalón denim,25,39.2,2024-02-07 22:00:00,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,India,Poliéster
P0912,Bufanda de lana,18,72.52,2024-02-07 23:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,Turquía,Algodón
P0913,Zapatos de cuero,1,62.89,2024-02-08 00:00:00,Negro,M,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Denim
P0914,Pantalón denim,39,28.18,2024-02-08 01:00:00,Negro,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Algodón
P0915,Zapatos de cuero,5,97.27,2024-02-08 02:00:00,Verde,M,Tienda física,Sporty Vibes,Eco Fabrics Ltd.,India,Denim
P0916,Zapatos de cuero,2,48.5,2024-02-08 03:00:00,Rojo,M,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Cuero
P0917,Bufanda de lana,30,60.95,2024-02-08 04:00:00,Verde,M,Online,Urban Trends,Eco Fabrics Ltd.,Turquía,Algodón
P0918,Vestido estampado,17,73.23,2024-02-08 05:00:00,Blanco,S,Online,Urban Trends,Eco Fabrics Ltd.,Bangladesh,Denim
P0919,Pantalón denim,29,65.23,2024-02-08 06:00:00,Azul,XL,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0920,Zapatos de cuero,42,37.99,2024-02-08 07:00:00,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0921,Zapatos de cuero,4,81.79,2024-02-08 08:00:00,Rojo,L,Online,Urban Trends,HighTech Materials S.A.,India,Denim
P0922,Camiseta algodón,9,19.91,2024-02-08 09:00:00,Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0923,Vestido estampado,21,61.21,2024-02-08 10:00:00,Blanco,M,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0924,Bufanda de lana,43,34.6,2024-02-08 11:00:00,Rojo,M,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Lana
P0925,Pantalón denim,12,65.42,2024-02-08 12:00:00,Blanco,M,Tienda física,Classic Elegance,Global Textiles Inc.,México,Poliéster
P0926,Zapatos de cuero,12,29.62,2024-02-08 13:00:00,Azul,S,Tienda física,Sporty Vibes,Global Textiles Inc.,México,Algodón
P0927,Pantalón denim,4,79.5,2024-02-08 14:00:00,Azul,XL,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Cuero
P0928,Bufanda de lana,28,30.48,2024-02-08 15:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Cuero
P0929,Vestido estampado,9,90.14,2024-02-08 16:00:00,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Lana
P0930,Camiseta algodón,40,87.54,2024-02-08 17:00:00,Blanco,S,Tienda física,Classic Elegance,Global Textiles Inc.,México,Algodón
P0931,Vestido estampado,32,42.62,2024-02-08 18:00:00,Blanco,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Denim
P0932,Camiseta algodón,13,44.72,2024-02-08 19:00:00,Blanco,XL,Online,Urban Trends,Global Textiles Inc.,China,Poliéster
P0933,Pantalón denim,34,73.14,2024-02-08 20:00:00,Verde,M,Tienda física,Classic Elegance,HighTech Materials S.A.,Turquía,Poliéster
P0934,Vestido estampado,19,18.13,2024-02-08 21:00:00,Negro,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,India,Lana
P0935,Vestido estampado,14,17.28,2024-02-08 22:00:00,Azul,XL,Online,Urban Trends,Eco Fabrics Ltd.,México,Lana
P0936,Vestido estampado,5,22.27,2024-02-08 23:00:00,Rojo,M,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Lana
P0937,Bufanda de lana,27,60.62,2024-02-09 00:00:00,Azul,L,Online,Urban Trends,HighTech Materials S.A.,India,Lana
P0938,Pantalón denim,28,23.41,2024-02-09 01:00:00,Azul,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,Bangladesh,Lana
P0939,Camiseta algodón,26,34.99,2024-02-09 02:00:00,Negro,L,Online,Urban Trends,Global Textiles Inc.,India,Lana
P0940,Vestido estampado,10,68.22,2024-02-09 03:00:00,Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Denim
P0941,Pantalón denim,24,11.41,2024-02-09 04:00:00,Azul,L,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0942,Bufanda de lana,17,26.22,2024-02-09 05:00:00,Verde,XL,Online,Urban Trends,HighTech Materials S.A.,Bangladesh,Poliéster
P0943,Bufanda de lana,16,93.69,2024-02-09 06:00:00,Verde,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Poliéster
P0944,Pantalón denim,17,69.72,2024-02-09 07:00:00,Verde,XL,Online,Urban Trends,HighTech Materials S.A.,Turquía,Lana
P0945,Camiseta algodón,1,37.5,2024-02-09 08:00:00,Verde,S,Tienda física,Classic Elegance,Global Textiles Inc.,China,Poliéster
P0946,Pantalón denim,21,14.08,2024-02-09 09:00:00,Verde,M,Tienda física,Sporty Vibes,Global Textiles Inc.,China,Lana
P0947,Pantalón denim,47,62.74,2024-02-09 10:00:00,Rojo,M,Online,Urban Trends,Global Textiles Inc.,China,Denim
P0948,Zapatos de cuero,49,30.06,2024-02-09 11:00:00,Negro,L,Tienda física,Classic Elegance,HighTech Materials S.A.,Bangladesh,Cuero
P0949,Bufanda de lana,43,96.42,2024-02-09 12:00:00,Blanco,L,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Denim
P0950,Camiseta algodón,22,71.83,2024-02-09 13:00:00,Verde,XL,Tienda física,Classic Elegance,HighTech Materials S.A.,China,Algodón
P0951,Zapatos de cuero,5,97.67,2024-02-09 14:00:00,Negro,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
P0952,Pantalón denim,36,86.4,2024-02-09 15:00:00,Blanco,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,Turquía,Algodón
P0953,Bufanda de lana,21,53.47,2024-02-09 16:00:00,Azul,S,Tienda física,Classic Elegance,Eco Fabrics Ltd.,India,Poliéster
P0954,Zapatos de cuero,9,70.26,2024-02-09 17:00:00,Azul,L,Tienda física,Classic Elegance,HighTech Materials S.A.,India,Denim
P0955,Zapatos de cuero,27,83.09,2024-02-09 18:00:00,Negro,L,Tienda física,Sporty Vibes,Global Textiles Inc.,India,Cuero
P0956,Camiseta algodón,48,62.04,2024-02-09 19:00:00,Rojo,S,Tienda física,Sporty Vibes,HighTech Materials S.A.,México,Denim
P0957,Pantalón denim,12,15.53,2024-02-09 20:00:00,Rojo,L,Tienda física,Classic Elegance,Global Textiles Inc.,Bangladesh,Denim
P0958,Camiseta algodón,18,52.34,2024-02-09 21:00:00,Negro,S,Online,Urban Trends,Eco Fabrics Ltd.,India,Denim
P0959,Zapatos de cuero,35,21.75,2024-02-09 22:00:00,Rojo,XL,Online,Urban Trends,HighTech Materials S.A.,China,Lana
P0960,Zapatos de cuero,15,74.34,2024-02-09 23:00:00,Rojo,M,Online,Urban Trends,Eco Fabrics Ltd.,México,Denim
P0961,Camiseta algodón,44,71.26,2024-02-10 00:00:00,Azul,S,Tienda física,Classic Elegance,Global Textiles Inc.,India,Denim
